College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Academic_Score,Skill_Score,Placement_Score,Placement_Readiness,Risk_Score,Risk_Level,Skill_Gap
CLG0040,121,5.14,5.57,4,No,5,8,1,No,1.84,4.91,4.07,LOW,5.93,HIGH,3.09
CLG0063,111,8.08,7.63,10,No,0,5,1,No,7.11,2.58,5.07,MEDIUM,4.93,MEDIUM,5.42
CLG0006,97,7.06,6.71,2,No,10,2,5,No,3.16,6.44,4.8,MEDIUM,5.2,MEDIUM,1.56
CLG0038,104,9.61,9.53,5,No,2,9,2,Yes,7.76,5.56,6.4,HIGH,3.6,LOW,2.44
CLG0032,90,7.5,7.61,10,Yes,4,9,3,No,6.75,6.76,6.24,HIGH,3.76,LOW,1.24
CLG0006,102,8.54,8.05,2,Yes,3,1,2,No,5.03,2.2,3.93,LOW,6.07,HIGH,5.8
CLG0054,101,6.09,6.31,1,Yes,10,5,4,No,1.95,6.98,4.6,MEDIUM,5.4,MEDIUM,1.02
CLG0051,114,8.8,8.86,10,No,3,3,2,Yes,8.44,3.09,5.86,MEDIUM,4.14,MEDIUM,4.91
CLG0096,114,8.6,8.58,10,Yes,8,10,4,Yes,8.12,8.8,8.02,HIGH,1.98,LOW,0.0
CLG0098,107,9.52,9.44,10,No,6,5,4,No,9.3,6.18,7.32,HIGH,2.68,LOW,1.82
CLG0034,94,5.17,5.19,10,No,8,4,4,No,3.58,6.13,4.79,MEDIUM,5.21,MEDIUM,1.87
CLG0076,111,7.24,6.9,9,No,6,3,3,No,5.74,4.49,5.29,MEDIUM,4.71,MEDIUM,3.51
CLG0009,98,8.4,8.01,2,No,9,7,3,No,4.92,6.87,5.69,MEDIUM,4.31,MEDIUM,1.13
CLG0005,83,5.48,5.27,10,Yes,2,5,1,No,3.82,2.98,3.44,LOW,6.56,HIGH,5.02
CLG0081,93,7.05,7.26,4,Yes,10,1,0,No,4.22,2.0,3.38,LOW,6.62,HIGH,6.0
CLG0092,101,9.71,9.8,3,No,9,4,3,No,7.35,5.53,6.18,HIGH,3.82,LOW,2.47
CLG0061,113,7.18,7.16,1,No,3,1,3,No,3.23,3.0,3.72,LOW,6.28,HIGH,5.0
CLG0086,97,9.93,10.0,8,No,8,3,1,No,9.29,3.29,5.99,HIGH,4.01,LOW,4.71
CLG0006,81,5.28,5.34,2,Yes,0,10,1,No,1.09,4.8,3.04,LOW,6.96,HIGH,3.2
CLG0050,100,8.59,8.4,8,No,2,10,1,No,7.32,5.2,6.02,HIGH,3.98,LOW,2.8
CLG0032,101,7.91,7.51,1,No,10,5,2,No,3.92,5.38,4.75,MEDIUM,5.25,MEDIUM,2.62
CLG0019,102,7.5,7.9,6,No,3,6,4,No,5.63,6.02,5.7,MEDIUM,4.3,MEDIUM,1.98
CLG0058,113,9.85,9.95,4,Yes,3,1,3,Yes,7.87,3.0,5.58,MEDIUM,4.42,MEDIUM,5.0
CLG0048,115,5.65,5.85,3,Yes,6,10,5,Yes,2.02,9.2,5.75,MEDIUM,4.25,MEDIUM,0.0
CLG0017,91,9.48,9.44,1,Yes,10,9,4,Yes,6.28,8.76,6.87,HIGH,3.13,LOW,0.0
CLG0060,90,8.46,8.72,10,No,3,9,0,No,8.14,4.16,5.76,MEDIUM,4.24,MEDIUM,3.84
CLG0010,84,6.29,6.37,1,Yes,9,1,1,No,2.11,2.6,2.62,LOW,7.38,HIGH,5.4
CLG0079,110,9.51,9.06,7,No,7,7,0,No,8.02,4.07,6.02,HIGH,3.98,LOW,3.93
CLG0050,121,7.15,7.54,6,Yes,0,4,5,No,5.15,5.33,5.56,MEDIUM,4.44,MEDIUM,2.67
CLG0038,95,9.07,8.88,3,No,2,2,5,No,6.29,4.84,5.38,MEDIUM,4.62,MEDIUM,3.16
CLG0085,96,6.94,6.58,2,No,9,2,5,No,2.99,6.24,4.63,MEDIUM,5.37,MEDIUM,1.76
CLG0040,122,9.25,8.84,10,Yes,9,6,1,No,8.7,4.82,6.79,HIGH,3.21,LOW,3.18
CLG0003,107,8.18,8.4,3,No,5,6,1,No,5.4,4.02,4.9,MEDIUM,5.1,MEDIUM,3.98
CLG0094,106,5.71,5.91,8,No,2,5,0,No,3.76,2.18,3.49,LOW,6.51,HIGH,5.82
CLG0079,82,8.25,8.45,7,Yes,7,3,4,No,6.81,5.49,5.62,MEDIUM,4.38,MEDIUM,2.51
CLG0091,110,5.96,6.38,7,No,6,7,5,No,3.92,7.87,5.9,MEDIUM,4.1,MEDIUM,0.13
CLG0031,86,7.06,6.91,5,No,4,3,0,No,4.31,1.69,3.17,LOW,6.83,HIGH,6.31
CLG0016,82,5.85,5.91,10,No,1,7,2,No,4.51,4.47,4.29,MEDIUM,5.71,MEDIUM,3.53
CLG0028,94,5.11,5.23,3,No,10,2,3,No,1.24,4.84,3.34,LOW,6.66,HIGH,3.16
CLG0045,91,6.06,6.54,1,No,4,8,3,No,2.1,6.31,4.22,LOW,5.78,HIGH,1.69
CLG0037,96,7.68,7.49,1,No,8,2,4,No,3.77,5.24,4.54,MEDIUM,5.46,MEDIUM,2.76
CLG0043,78,7.41,7.87,6,No,10,2,4,No,5.55,5.64,5.11,MEDIUM,4.89,MEDIUM,2.36
CLG0073,114,7.51,7.16,4,Yes,4,4,4,No,4.43,5.33,5.15,MEDIUM,4.85,MEDIUM,2.67
CLG0073,116,6.24,6.5,7,Yes,2,10,0,No,4.18,4.4,4.71,MEDIUM,5.29,MEDIUM,3.6
CLG0076,70,8.43,8.56,10,No,6,1,0,No,8.0,1.2,4.18,LOW,5.82,HIGH,6.8
CLG0028,114,8.52,8.84,10,No,2,7,5,Yes,8.26,7.07,7.38,HIGH,2.62,LOW,0.93
CLG0071,87,6.79,6.32,10,No,7,2,0,No,5.38,1.84,3.67,LOW,6.33,HIGH,6.16
CLG0060,112,9.41,8.99,1,No,4,6,1,No,5.91,3.82,5.11,MEDIUM,4.89,MEDIUM,4.18
CLG0064,98,8.22,7.79,6,Yes,4,5,0,No,5.98,2.58,4.4,MEDIUM,5.6,MEDIUM,5.42
CLG0060,100,8.57,8.66,7,No,5,5,3,No,7.16,5.18,5.94,HIGH,4.06,LOW,2.82
CLG0099,97,6.39,6.49,1,Yes,10,4,3,No,2.26,5.73,4.15,LOW,5.85,HIGH,2.27
CLG0036,118,5.0,5.41,2,No,9,5,1,No,0.97,4.38,3.46,LOW,6.54,HIGH,3.62
CLG0047,81,9.33,9.3,9,No,5,9,0,No,8.75,4.56,6.01,HIGH,3.99,LOW,3.44
CLG0038,109,9.11,8.68,9,No,2,1,0,No,8.17,0.4,4.59,MEDIUM,5.41,MEDIUM,7.6
CLG0065,116,5.62,5.33,6,No,10,2,2,No,2.62,4.04,3.95,LOW,6.05,HIGH,3.96
CLG0034,110,6.87,6.38,4,No,6,7,2,No,3.47,5.47,4.76,MEDIUM,5.24,MEDIUM,2.53
CLG0022,134,8.31,8.59,7,No,8,9,3,Yes,6.95,7.56,7.39,HIGH,2.61,LOW,0.44
CLG0094,92,8.26,8.58,5,No,0,3,4,No,6.25,4.09,5.01,MEDIUM,4.99,MEDIUM,3.91
CLG0084,114,9.3,9.8,3,No,3,6,5,Yes,7.1,6.82,6.82,HIGH,3.18,LOW,1.18
CLG0051,98,5.7,5.61,4,No,3,5,3,No,2.2,4.78,3.77,LOW,6.23,HIGH,3.22
CLG0072,118,7.15,6.67,2,No,0,9,5,Yes,3.18,7.56,5.61,MEDIUM,4.39,MEDIUM,0.44
CLG0045,99,5.49,5.22,6,Yes,5,9,1,No,2.46,5.36,4.12,LOW,5.88,HIGH,2.64
CLG0071,94,6.95,7.04,3,No,1,10,0,No,3.67,4.2,4.05,LOW,5.95,HIGH,3.8
CLG0002,119,5.08,5.54,7,Yes,10,3,2,No,2.78,4.49,4.24,LOW,5.76,HIGH,3.51
CLG0058,92,9.49,9.09,4,Yes,10,10,5,Yes,7.03,10.0,7.68,HIGH,2.32,LOW,0.0
CLG0094,78,7.64,7.26,8,No,5,10,3,No,5.91,7.4,5.96,HIGH,4.04,LOW,0.6
CLG0012,92,9.25,9.45,1,Yes,0,2,5,No,6.15,4.44,5.11,MEDIUM,4.89,MEDIUM,3.56
CLG0100,109,5.3,5.47,9,No,9,10,1,No,3.53,6.6,5.21,MEDIUM,4.79,MEDIUM,1.4
CLG0027,120,6.14,5.89,3,No,4,4,4,No,2.34,5.33,4.42,MEDIUM,5.58,MEDIUM,2.67
CLG0098,101,6.3,6.61,3,Yes,5,9,3,No,2.96,6.96,4.99,MEDIUM,5.01,MEDIUM,1.04
CLG0038,119,6.93,6.56,5,No,9,3,0,No,3.97,2.69,4.0,LOW,6.0,HIGH,5.31
CLG0075,79,9.01,9.44,10,No,1,4,0,No,9.0,1.53,4.86,MEDIUM,5.14,MEDIUM,6.47
CLG0020,93,6.93,6.63,1,No,0,2,2,No,2.69,2.04,2.78,LOW,7.22,HIGH,5.96
CLG0094,95,6.02,5.6,3,Yes,6,1,1,No,2.06,2.0,2.55,LOW,7.45,HIGH,6.0
CLG0043,98,5.32,5.16,4,No,0,5,4,No,1.65,4.98,3.63,LOW,6.37,HIGH,3.02
CLG0032,101,5.4,5.09,2,Yes,6,4,4,No,0.98,5.73,3.71,LOW,6.29,HIGH,2.27
CLG0090,110,8.8,8.83,6,No,0,10,1,No,7.09,4.8,5.94,HIGH,4.06,LOW,3.2
CLG0023,93,7.22,7.41,10,No,8,2,2,No,6.43,3.64,4.92,MEDIUM,5.08,MEDIUM,4.36
CLG0041,102,8.63,8.62,4,No,4,6,0,No,6.17,3.02,4.72,MEDIUM,5.28,MEDIUM,4.98
CLG0088,99,8.41,8.57,1,No,5,5,4,No,5.0,5.98,5.38,MEDIUM,4.62,MEDIUM,2.02
CLG0002,86,5.68,5.54,3,No,6,1,1,No,1.81,2.0,2.29,LOW,7.71,HIGH,6.0
CLG0062,98,5.71,5.24,7,No,0,10,2,No,2.94,5.6,4.39,MEDIUM,5.61,MEDIUM,2.4
CLG0096,97,8.78,9.25,3,No,7,3,0,No,6.39,2.29,4.43,MEDIUM,5.57,MEDIUM,5.71
CLG0053,97,8.61,8.93,6,No,5,4,1,No,7.05,3.13,5.03,MEDIUM,4.97,MEDIUM,4.87
CLG0057,100,6.89,6.46,6,Yes,1,1,2,No,4.21,1.8,3.41,LOW,6.59,HIGH,6.2
CLG0048,101,5.39,5.34,1,Yes,0,8,3,No,0.82,5.51,3.56,LOW,6.44,HIGH,2.49
CLG0079,93,5.06,5.2,2,Yes,0,3,1,No,0.85,1.69,1.9,LOW,8.1,HIGH,6.31
CLG0006,119,6.44,6.13,10,Yes,3,5,4,No,5.03,5.58,5.58,MEDIUM,4.42,MEDIUM,2.42
CLG0016,82,5.05,5.13,6,No,2,3,1,No,2.13,2.09,2.39,LOW,7.61,HIGH,5.91
CLG0011,89,6.15,6.18,2,Yes,10,4,0,No,2.22,3.33,3.04,LOW,6.96,HIGH,4.67
CLG0046,141,7.1,6.81,2,No,5,9,1,No,3.26,5.36,5.16,MEDIUM,4.84,MEDIUM,2.64
CLG0073,84,5.61,5.25,4,No,9,3,5,No,1.89,6.69,4.17,LOW,5.83,HIGH,1.31
CLG0057,79,5.52,5.78,8,No,7,8,0,No,3.55,4.51,3.87,LOW,6.13,HIGH,3.49
CLG0067,111,9.48,9.3,6,No,0,6,2,Yes,7.84,3.82,5.86,MEDIUM,4.14,MEDIUM,4.18
CLG0007,68,7.93,7.67,8,No,6,6,3,No,6.38,5.82,5.34,MEDIUM,4.66,MEDIUM,2.18
CLG0052,96,9.67,9.91,4,No,7,1,0,No,7.74,1.4,4.6,MEDIUM,5.4,MEDIUM,6.6
CLG0052,132,6.73,6.97,3,Yes,4,7,2,No,3.48,5.07,4.98,MEDIUM,5.02,MEDIUM,2.93
CLG0030,76,8.39,8.17,7,Yes,7,4,2,No,6.69,4.33,5.01,MEDIUM,4.99,MEDIUM,3.67
CLG0055,70,6.02,6.39,7,No,10,8,3,No,3.97,7.51,5.09,MEDIUM,4.91,MEDIUM,0.49
CLG0022,77,8.09,8.28,2,No,0,9,4,Yes,4.93,6.76,5.29,MEDIUM,4.71,MEDIUM,1.24
CLG0004,113,5.65,5.5,1,Yes,1,2,4,No,1.09,3.84,3.2,LOW,6.8,HIGH,4.16
CLG0005,116,5.01,4.94,8,No,3,8,1,No,2.63,4.51,4.14,LOW,5.86,HIGH,3.49
CLG0022,92,9.66,9.89,3,No,0,8,4,Yes,7.38,6.31,6.35,HIGH,3.65,LOW,1.69
CLG0068,110,7.77,7.48,6,No,4,6,1,No,5.48,3.82,4.9,MEDIUM,5.1,MEDIUM,4.18
CLG0004,120,9.63,9.6,7,No,9,3,0,No,8.48,2.69,5.82,MEDIUM,4.18,MEDIUM,5.31
CLG0043,126,6.67,6.82,8,No,2,5,5,No,5.01,6.18,5.93,HIGH,4.07,MEDIUM,1.82
CLG0015,96,6.64,6.68,6,No,1,2,5,No,4.22,4.64,4.48,MEDIUM,5.52,MEDIUM,3.36
CLG0016,65,7.0,7.11,7,No,6,6,5,No,5.08,7.42,5.41,MEDIUM,4.59,MEDIUM,0.58
CLG0084,87,8.53,8.58,5,No,1,3,5,No,6.41,5.09,5.39,MEDIUM,4.61,MEDIUM,2.91
CLG0058,93,7.83,7.53,3,No,8,4,0,No,4.56,2.93,3.88,LOW,6.12,HIGH,5.07
CLG0074,96,9.63,9.54,2,No,5,9,1,No,6.77,5.36,5.79,MEDIUM,4.21,MEDIUM,2.64
CLG0033,97,5.13,5.16,7,Yes,7,10,3,No,2.53,7.8,5.09,MEDIUM,4.91,MEDIUM,0.2
CLG0095,116,8.54,8.82,8,No,2,5,3,Yes,7.59,4.58,6.15,HIGH,3.85,LOW,3.42
CLG0065,119,6.65,6.8,8,No,4,7,4,No,4.98,6.67,5.99,HIGH,4.01,LOW,1.33
CLG0025,97,5.9,5.83,3,No,2,9,0,No,2.15,3.96,3.4,LOW,6.6,HIGH,4.04
CLG0037,116,7.55,8.02,2,Yes,8,5,0,No,4.41,3.38,4.4,MEDIUM,5.6,MEDIUM,4.62
CLG0018,105,7.53,7.14,9,No,0,1,5,No,6.09,4.0,5.13,MEDIUM,4.87,MEDIUM,4.0
CLG0025,100,5.69,5.4,6,Yes,7,2,3,No,2.71,4.24,3.79,LOW,6.21,HIGH,3.76
CLG0015,113,6.01,5.85,10,No,5,3,2,No,4.57,3.49,4.45,MEDIUM,5.55,MEDIUM,4.51
CLG0068,101,7.04,6.77,3,No,6,3,3,No,3.52,4.49,4.23,LOW,5.77,HIGH,3.51
CLG0035,130,7.04,7.17,5,No,1,1,3,No,4.48,2.6,4.35,MEDIUM,5.65,MEDIUM,5.4
CLG0068,78,6.59,6.13,1,No,6,9,2,No,2.12,6.36,4.02,LOW,5.98,HIGH,1.64
CLG0042,92,5.74,5.42,2,No,0,9,4,No,1.42,6.76,4.14,LOW,5.86,HIGH,1.24
CLG0084,98,5.02,4.81,9,Yes,6,4,1,No,2.88,3.33,3.46,LOW,6.54,HIGH,4.67
CLG0012,106,9.85,10.0,10,No,10,9,4,Yes,9.91,8.76,8.58,HIGH,1.42,LOW,0.0
CLG0094,119,9.72,10.0,10,No,7,4,5,Yes,9.83,6.73,7.96,HIGH,2.04,LOW,1.27
CLG0022,99,7.42,7.72,3,Yes,1,8,2,No,4.45,4.91,4.74,MEDIUM,5.26,MEDIUM,3.09
CLG0036,78,9.98,9.66,8,Yes,9,3,2,No,9.07,4.29,5.98,HIGH,4.02,LOW,3.71
CLG0034,112,8.37,8.44,10,No,1,9,4,Yes,7.88,6.96,7.15,HIGH,2.85,LOW,1.04
CLG0091,111,5.34,4.87,8,No,2,4,5,No,2.78,5.73,4.6,MEDIUM,5.4,MEDIUM,2.27
CLG0025,70,5.59,5.4,5,No,9,8,5,No,2.32,8.91,4.99,MEDIUM,5.01,MEDIUM,0.0
CLG0039,99,9.58,9.89,8,No,3,2,1,No,9.0,1.84,5.33,MEDIUM,4.67,MEDIUM,6.16
CLG0076,76,8.15,8.11,2,No,7,7,4,No,4.84,7.27,5.44,MEDIUM,4.56,MEDIUM,0.73
CLG0059,90,9.22,8.87,2,No,2,2,0,No,6.04,0.84,3.59,LOW,6.41,HIGH,7.16
CLG0076,86,9.49,9.43,4,No,5,5,0,No,7.28,2.78,4.79,MEDIUM,5.21,MEDIUM,5.22
CLG0085,112,7.24,6.94,8,No,9,9,0,No,5.44,5.36,5.53,MEDIUM,4.47,MEDIUM,2.64
CLG0050,101,5.24,5.13,2,No,10,5,1,No,0.91,4.58,3.22,LOW,6.78,HIGH,3.42
CLG0061,80,5.94,5.93,4,Yes,7,4,1,No,2.58,3.53,3.11,LOW,6.89,HIGH,4.47
CLG0033,113,5.33,5.18,8,Yes,9,8,2,Yes,3.0,6.51,5.03,MEDIUM,4.97,MEDIUM,1.49
CLG0007,78,5.94,6.38,3,No,1,5,3,No,2.58,4.38,3.42,LOW,6.58,HIGH,3.62
CLG0019,104,7.05,7.11,8,Yes,3,9,1,No,5.45,4.96,5.24,MEDIUM,4.76,MEDIUM,3.04
CLG0088,87,5.59,5.93,2,No,0,9,5,No,1.71,7.56,4.49,MEDIUM,5.51,MEDIUM,0.44
CLG0020,94,5.83,6.09,1,Yes,10,2,3,No,1.63,4.84,3.49,LOW,6.51,HIGH,3.16
CLG0005,107,7.23,7.39,6,Yes,7,10,0,No,5.09,5.4,5.32,MEDIUM,4.68,MEDIUM,2.6
CLG0094,107,6.7,6.7,8,Yes,0,9,0,No,4.94,3.56,4.53,MEDIUM,5.47,MEDIUM,4.44
CLG0007,120,7.34,6.84,9,Yes,8,8,3,Yes,5.76,7.11,6.5,HIGH,3.5,LOW,0.89
CLG0020,98,7.15,7.26,10,Yes,5,10,4,No,6.28,8.2,6.77,HIGH,3.23,LOW,0.0
CLG0047,104,8.22,8.08,8,Yes,2,7,2,No,6.86,4.67,5.69,MEDIUM,4.31,MEDIUM,3.33
CLG0081,93,9.69,9.31,2,No,7,6,2,No,6.64,5.22,5.63,MEDIUM,4.37,MEDIUM,2.78
CLG0098,102,5.54,5.48,1,Yes,1,4,4,No,1.01,4.73,3.34,LOW,6.66,HIGH,3.27
CLG0007,106,5.5,5.74,7,Yes,10,7,5,No,3.18,8.67,5.85,MEDIUM,4.15,MEDIUM,0.0
CLG0075,98,9.26,9.72,7,No,2,6,3,No,8.35,5.02,6.32,HIGH,3.68,LOW,2.98
CLG0082,72,7.53,7.4,3,No,6,8,3,No,4.28,6.71,4.93,MEDIUM,5.07,MEDIUM,1.29
CLG0094,104,8.83,8.87,6,Yes,10,1,1,No,7.14,2.8,5.05,MEDIUM,4.95,MEDIUM,5.2
CLG0084,105,6.08,6.43,7,Yes,0,3,0,No,4.03,0.89,3.06,LOW,6.94,HIGH,7.11
CLG0064,89,9.14,8.97,9,Yes,8,8,0,No,8.4,4.71,6.06,HIGH,3.94,LOW,3.29
CLG0066,80,9.62,9.26,1,No,9,2,3,No,6.23,4.64,5.01,MEDIUM,4.99,MEDIUM,3.36
CLG0007,122,8.18,7.96,3,No,8,9,1,No,5.08,5.96,5.8,MEDIUM,4.2,MEDIUM,2.04
CLG0091,107,5.53,5.93,5,Yes,2,2,5,No,2.67,4.84,4.13,LOW,5.87,HIGH,3.16
CLG0015,96,9.48,9.14,3,No,3,9,5,Yes,6.72,8.16,6.89,HIGH,3.11,LOW,0.0
CLG0083,82,8.96,8.79,8,No,1,7,1,No,7.82,3.67,5.3,MEDIUM,4.7,MEDIUM,4.33
CLG0034,87,8.75,8.71,10,Yes,9,4,2,No,8.3,4.73,6.0,HIGH,4.0,LOW,3.27
CLG0066,119,5.18,5.53,6,Yes,10,3,2,No,2.5,4.49,4.13,LOW,5.87,HIGH,3.51
CLG0028,102,8.99,9.43,2,Yes,0,8,3,Yes,6.31,5.51,5.77,MEDIUM,4.23,MEDIUM,2.49
CLG0066,91,5.69,5.62,1,No,10,10,5,No,1.21,10.0,5.34,MEDIUM,4.66,MEDIUM,0.0
CLG0011,107,6.11,6.54,10,No,7,7,2,No,5.13,5.67,5.45,MEDIUM,4.55,MEDIUM,2.33
CLG0070,87,7.89,7.55,5,Yes,10,10,1,No,5.27,6.8,5.61,MEDIUM,4.39,MEDIUM,1.2
CLG0056,122,6.32,5.98,9,No,8,1,4,No,4.51,4.8,5.11,MEDIUM,4.89,MEDIUM,3.2
CLG0023,120,8.31,8.76,10,No,8,7,0,No,8.08,4.27,6.29,HIGH,3.71,LOW,3.73
CLG0010,93,8.04,8.05,9,No,9,1,3,No,7.06,4.2,5.39,MEDIUM,4.61,MEDIUM,3.8
CLG0097,90,5.54,5.23,1,No,4,1,5,No,0.83,4.8,3.09,LOW,6.91,HIGH,3.2
CLG0083,60,8.28,8.27,3,No,4,5,2,No,5.37,4.18,4.14,LOW,5.86,HIGH,3.82
CLG0075,77,9.62,9.9,6,Yes,4,10,2,Yes,8.37,6.4,6.52,HIGH,3.48,LOW,1.6
CLG0024,79,5.81,6.14,5,No,5,5,1,No,2.99,3.58,3.28,LOW,6.72,HIGH,4.42
CLG0060,102,7.99,8.35,4,No,3,2,2,No,5.59,2.64,4.33,MEDIUM,5.67,MEDIUM,5.36
CLG0092,95,6.71,6.78,2,Yes,1,7,0,No,3.0,2.87,3.27,LOW,6.73,HIGH,5.13
CLG0012,79,7.3,7.67,4,Yes,1,3,3,No,4.67,3.49,3.91,LOW,6.09,HIGH,4.51
CLG0092,95,6.44,6.45,5,Yes,5,1,2,No,3.6,2.6,3.4,LOW,6.6,HIGH,5.4
CLG0005,107,6.77,6.88,2,No,4,7,4,No,3.11,6.67,5.04,MEDIUM,4.96,MEDIUM,1.33
CLG0019,107,5.14,5.4,10,No,3,4,4,No,3.71,5.13,4.66,MEDIUM,5.34,MEDIUM,2.87
CLG0072,71,9.91,9.84,1,No,5,4,5,No,6.83,6.33,5.78,MEDIUM,4.22,MEDIUM,1.67
CLG0037,98,8.12,7.69,7,No,3,3,5,No,6.18,5.49,5.64,MEDIUM,4.36,MEDIUM,2.51
CLG0028,79,7.5,7.35,7,Yes,9,7,3,No,5.56,6.87,5.62,MEDIUM,4.38,MEDIUM,1.13
CLG0044,113,6.92,7.04,8,No,3,2,4,No,5.32,4.24,5.05,MEDIUM,4.95,MEDIUM,3.76
CLG0043,111,7.7,7.39,10,No,5,7,4,No,6.71,6.87,6.63,HIGH,3.37,LOW,1.13
CLG0069,86,6.9,6.55,6,No,10,10,5,No,4.28,10.0,6.48,HIGH,3.52,LOW,0.0
CLG0072,88,6.8,6.59,1,No,3,8,2,No,2.58,5.31,3.96,LOW,6.04,HIGH,2.69
CLG0088,93,7.32,6.85,8,No,8,2,4,No,5.42,5.24,5.15,MEDIUM,4.85,MEDIUM,2.76
CLG0020,66,6.38,6.62,2,No,6,8,2,No,2.69,5.91,3.87,LOW,6.13,HIGH,2.09
CLG0099,105,5.9,5.66,3,No,5,7,0,No,2.03,3.67,3.37,LOW,6.63,HIGH,4.33
CLG0006,95,7.78,7.4,8,No,2,10,1,No,6.1,5.2,5.44,MEDIUM,4.56,MEDIUM,2.8
CLG0069,114,9.21,9.41,4,Yes,10,8,5,Yes,7.09,9.11,7.73,HIGH,2.27,LOW,0.0
CLG0074,83,5.76,6.1,5,No,3,3,2,No,2.93,3.09,3.13,LOW,6.87,HIGH,4.91
CLG0092,90,5.16,4.68,9,Yes,1,6,1,No,2.87,3.22,3.27,LOW,6.73,HIGH,4.78
CLG0012,77,6.23,5.96,7,Yes,2,1,2,No,3.78,2.0,2.93,LOW,7.07,HIGH,6.0
CLG0015,84,9.9,10.0,10,Yes,10,7,2,No,9.94,6.27,7.22,HIGH,2.78,LOW,1.73
CLG0067,82,9.14,9.03,7,No,0,4,3,No,7.77,3.73,5.3,MEDIUM,4.7,MEDIUM,4.27
CLG0087,114,7.98,8.42,1,No,8,4,2,Yes,4.63,4.53,4.91,MEDIUM,5.09,MEDIUM,3.47
CLG0063,89,9.65,9.42,1,No,9,9,4,Yes,6.37,8.56,6.79,HIGH,3.21,LOW,0.0
CLG0036,101,7.23,6.95,8,No,2,7,4,No,5.44,6.27,5.71,MEDIUM,4.29,MEDIUM,1.73
CLG0007,94,9.92,9.63,10,No,7,8,2,Yes,9.68,6.11,7.22,HIGH,2.78,LOW,1.89
CLG0001,80,6.48,6.07,1,No,3,6,5,No,2.01,6.82,4.2,LOW,5.8,HIGH,1.18
CLG0072,97,6.2,6.6,10,No,10,2,5,No,5.23,6.44,5.63,MEDIUM,4.37,MEDIUM,1.56
CLG0091,108,8.19,8.67,2,Yes,7,3,5,No,5.27,6.29,5.77,MEDIUM,4.23,MEDIUM,1.71
CLG0049,81,6.89,7.34,4,No,6,4,0,No,4.19,2.53,3.37,LOW,6.63,HIGH,5.47
CLG0022,112,8.13,8.48,9,No,3,2,4,Yes,7.43,4.24,5.88,MEDIUM,4.12,MEDIUM,3.76
CLG0052,87,6.52,6.87,7,Yes,6,1,1,No,4.62,2.0,3.43,LOW,6.57,HIGH,6.0
CLG0095,92,8.09,8.25,7,Yes,7,9,0,No,6.57,4.96,5.48,MEDIUM,4.52,MEDIUM,3.04
CLG0043,107,6.38,6.71,10,No,9,10,1,No,5.42,6.6,5.94,HIGH,4.06,LOW,1.4
CLG0039,90,5.25,4.96,7,No,2,2,2,No,2.46,2.44,2.8,LOW,7.2,HIGH,5.56
CLG0075,100,9.56,9.45,5,No,4,5,2,No,7.67,4.18,5.75,MEDIUM,4.25,MEDIUM,3.82
CLG0043,95,9.42,9.56,1,No,10,7,2,No,6.33,6.27,5.96,HIGH,4.04,LOW,1.73
CLG0054,101,9.85,10.0,5,No,2,2,4,No,8.24,4.04,5.94,HIGH,4.06,LOW,3.96
CLG0021,64,8.58,8.74,8,Yes,6,6,5,No,7.56,7.42,6.39,HIGH,3.61,LOW,0.58
CLG0015,72,8.41,8.75,7,No,5,10,0,No,7.13,5.0,5.38,MEDIUM,4.62,MEDIUM,3.0
CLG0092,109,7.8,7.77,7,No,0,8,1,No,6.05,3.91,5.15,MEDIUM,4.85,MEDIUM,4.09
CLG0038,115,5.63,5.85,2,No,9,7,3,No,1.67,6.87,4.68,MEDIUM,5.32,MEDIUM,1.13
CLG0023,86,5.95,6.43,1,No,4,6,5,No,1.95,7.02,4.36,MEDIUM,5.64,MEDIUM,0.98
CLG0091,96,6.45,6.1,4,Yes,3,8,0,No,3.01,3.71,3.63,LOW,6.37,HIGH,4.29
CLG0083,104,9.45,9.88,8,No,1,2,1,No,8.92,1.44,5.22,MEDIUM,4.78,MEDIUM,6.56
CLG0080,110,5.86,5.88,1,Yes,0,4,3,No,1.5,3.73,3.27,LOW,6.73,HIGH,4.27
CLG0076,69,9.61,9.75,2,No,6,4,0,No,6.92,2.53,4.26,MEDIUM,5.74,HIGH,5.47
CLG0051,86,7.61,7.99,7,Yes,6,7,0,No,6.09,3.87,4.75,MEDIUM,5.25,MEDIUM,4.13
CLG0023,95,8.58,8.49,5,No,5,7,5,No,6.38,7.67,6.54,HIGH,3.46,LOW,0.33
CLG0051,110,5.55,5.47,6,Yes,4,3,2,No,2.68,3.29,3.57,LOW,6.43,HIGH,4.71
CLG0071,137,6.35,6.38,8,No,8,4,5,No,4.49,6.93,6.21,HIGH,3.79,LOW,1.07
CLG0046,96,9.79,9.31,9,No,1,1,0,No,9.04,0.2,4.64,MEDIUM,5.36,MEDIUM,7.8
CLG0094,78,6.33,6.33,8,No,10,8,5,No,4.44,9.11,6.05,HIGH,3.95,LOW,0.0
CLG0061,106,6.48,6.27,1,No,10,4,5,No,2.16,7.33,4.91,MEDIUM,5.09,MEDIUM,0.67
